unidade;ano;mes;readmissoes;altas_validas;obitos;tx_readmissao
HIJPII;2021,0;12,0;18,0;436,0;2,0;0,041474654377880185
HIJPII;2022,0;1,0;12,0;361,0;3,0;0,0335195530726257
HIJPII;2022,0;2,0;5,0;107,0;0,0;0,04672897196261682
HIJPII;2022,0;3,0;20,0;327,0;3,0;0,06172839506172839
HIJPII;2022,0;4,0;19,0;269,0;2,0;0,07116104868913857
HIJPII;2022,0;5,0;36,0;404,0;4,0;0,09
HIJPII;2022,0;6,0;31,0;387,0;4,0;0,08093994778067885
HIJPII;2022,0;7,0;24,0;378,0;1,0;0,0636604774535809
HIJPII;2022,0;8,0;11,0;319,0;0,0;0,034482758620689655
HIJPII;2022,0;9,0;25,0;365,0;2,0;0,06887052341597796
HIJPII;2022,0;10,0;8,0;261,0;1,0;0,03076923076923077
HIJPII;2022,0;11,0;19,0;417,0;6,0;0,046228710462287104
HIJPII;2022,0;12,0;21,0;344,0;3,0;0,06158357771260997
HIJPII;2023,0;1,0;25,0;306,0;3,0;0,08250825082508251
HIJPII;2023,0;2,0;28,0;419,0;1,0;0,06698564593301436
HIJPII;2023,0;3,0;27,0;503,0;2,0;0,05389221556886228
HIJPII;2023,0;4,0;8,0;261,0;0,0;0,03065134099616858
HIJPII;2023,0;5,0;31,0;458,0;2,0;0,06798245614035088
HIJPII;2023,0;6,0;32,0;399,0;4,0;0,0810126582278481
HIJPII;2023,0;7,0;44,0;451,0;2,0;0,09799554565701558
HIJPII;2023,0;8,0;26,0;374,0;3,0;0,07008086253369272
HIJPII;2023,0;9,0;35,0;390,0;1,0;0,08997429305912596
HIJPII;2023,0;10,0;29,0;352,0;3,0;0,0830945558739255
HIJPII;2023,0;11,0;23,0;323,0;4,0;0,07210031347962383
HIJPII;2023,0;12,0;20,0;321,0;4,0;0,06309148264984227
HIJPII;2024,0;1,0;20,0;316,0;3,0;0,06389776357827476
HIJPII;2024,0;2,0;26,0;408,0;4,0;0,06435643564356436
HIJPII;2024,0;3,0;33,0;607,0;3,0;0,054635761589403975
HIJPII;2024,0;4,0;45,0;614,0;3,0;0,07364975450081833
HIJPII;2024,0;5,0;30,0;498,0;5,0;0,060851926977687626
HIJPII;2024,0;6,0;21,0;401,0;0,0;0,05236907730673317
HIJPII;2024,0;7,0;30,0;389,0;2,0;0,07751937984496124
HIJPII;2024,0;8,0;28,0;350,0;4,0;0,08092485549132948
HIJPII;2024,0;9,0;37,0;390,0;4,0;0,09585492227979274
HIJPII;2024,0;10,0;45,0;383,0;2,0;0,11811023622047244
HIJPII;2024,0;11,0;35,0;352,0;1,0;0,09971509971509972
HIJPII;2024,0;12,0;34,0;407,0;3,0;0,08415841584158416
HIJPII;2025,0;1,0;20,0;345,0;1,0;0,05813953488372093
HIJPII;2025,0;2,0;16,0;346,0;4,0;0,04678362573099415
HIJPII;2025,0;3,0;16,0;444,0;2,0;0,03619909502262444
HIJPII;2025,0;4,0;12,0;286,0;1,0;0,042105263157894736
HIJPII;2025,0;5,0;21,0;540,0;5,0;0,03925233644859813
HIJPII;2025,0;6,0;14,0;456,0;3,0;0,03090507726269316
HIJPII;2025,0;7,0;21,0;379,0;1,0;0,05555555555555555
HIJPII;2025,0;8,0;14,0;315,0;0,0;0,044444444444444446
HIJPII;2025,0;9,0;11,0;301,0;2,0;0,03678929765886288
HIJPII;2025,0;10,0;25,0;327,0;2,0;0,07692307692307693
HIJPII;2025,0;11,0;14,0;332,0;6,0;0,04294478527607362
HIJPII;2025,0;12,0;11,0;340,0;3,0;0,032640949554896145
HIJPII;2026,0;1,0;20,0;290,0;3,0;0,06968641114982578
HIJPII;2026,0;2,0;10,0;245,0;0,0;0,04081632653061224
HIJPII;2026,0;3,0;3,0;194,0;0,0;0,015463917525773196
HIJPII;2026,0;4,0;12,0;404,0;2,0;0,029850746268656716
HIJPII;2026,0;5,0;28,0;495,0;4,0;0,05702647657841141
HIJPII;2026,0;6,0;19,0;489,0;3,0;0,03909465020576132
HIJPII;2026,0;7,0;11,0;436,0;3,0;0,025404157043879907
HIJPII;2026,0;8,0;5,0;346,0;3,0;0,014577259475218658
HJK;2020,0;1,0;32,0;925,0;35,0;0,035955056179775284
HJK;2020,0;2,0;9,0;698,0;26,0;0,013392857142857142
HJK;2020,0;3,0;6,0;873,0;25,0;0,007075471698113208
HJK;2020,0;4,0;14,0;693,0;26,0;0,020989505247376312
HJK;2020,0;5,0;2,0;735,0;28,0;0,002828854314002829
HJK;2020,0;6,0;1,0;695,0;29,0;0,0015015015015015015
HJK;2020,0;7,0;5,0;692,0;49,0;0,007776049766718507
HJK;2020,0;8,0;7,0;594,0;47,0;0,012797074954296161
HJK;2020,0;9,0;11,0;662,0;38,0;0,017628205128205128
HJK;2020,0;10,0;14,0;680,0;39,0;0,0218408736349454
HJK;2020,0;11,0;8,0;648,0;24,0;0,01282051282051282
HJK;2020,0;12,0;6,0;703,0;39,0;0,009036144578313253
HJK;2021,0;1,0;17,0;648,0;41,0;0,02800658978583196
HJK;2021,0;2,0;8,0;622,0;44,0;0,01384083044982699
HJK;2021,0;3,0;3,0;823,0;66,0;0,003963011889035667
HJK;2021,0;4,0;3,0;659,0;57,0;0,0049833887043189366
HJK;2021,0;5,0;5,0;635,0;32,0;0,008291873963515755
HJK;2021,0;6,0;4,0;661,0;44,0;0,006482982171799027
HJK;2021,0;7,0;10,0;747,0;29,0;0,013927576601671309
HJK;2021,0;8,0;9,0;706,0;27,0;0,013254786450662739
HJK;2021,0;9,0;11,0;548,0;21,0;0,020872865275142316
HJK;2021,0;10,0;10,0;679,0;31,0;0,015432098765432098
HJK;2021,0;11,0;13,0;645,0;23,0;0,02090032154340836
HJK;2021,0;12,0;11,0;711,0;38,0;0,01634472511144131
HJK;2022,0;1,0;5,0;704,0;38,0;0,0075075075075075074
HJK;2022,0;2,0;8,0;562,0;37,0;0,015238095238095238
HJK;2022,0;3,0;17,0;663,0;24,0;0,026604068857589983
HJK;2022,0;4,0;24,0;657,0;27,0;0,0380952380952381
HJK;2022,0;5,0;8,0;674,0;28,0;0,01238390092879257
HJK;2022,0;6,0;6,0;638,0;24,0;0,009771986970684038
HJK;2022,0;7,0;6,0;665,0;28,0;0,009419152276295133
HJK;2022,0;8,0;6,0;750,0;23,0;0,008253094910591471
HJK;2022,0;9,0;8,0;799,0;17,0;0,010230179028132993
HJK;2022,0;10,0;10,0;783,0;23,0;0,013157894736842105
HJK;2022,0;11,0;15,0;703,0;24,0;0,022091310751104567
HJK;2022,0;12,0;19,0;770,0;35,0;0,02585034013605442
HJK;2023,0;1,0;19,0;715,0;28,0;0,027656477438136828
HJK;2023,0;2,0;21,0;736,0;35,0;0,029957203994293864
HJK;2023,0;3,0;31,0;852,0;30,0;0,037712895377128956
HJK;2023,0;4,0;33,0;782,0;27,0;0,04370860927152318
HJK;2023,0;5,0;18,0;877,0;30,0;0,021251475796930343
HJK;2023,0;6,0;22,0;818,0;32,0;0,027989821882951654
HJK;2023,0;7,0;20,0;846,0;27,0;0,02442002442002442
HJK;2023,0;8,0;11,0;662,0;33,0;0,017488076311605722
HJK;2023,0;9,0;11,0;829,0;39,0;0,013924050632911392
HJK;2023,0;10,0;9,0;682,0;21,0;0,01361573373676248
HJK;2023,0;11,0;20,0;896,0;33,0;0,023174971031286212
HJK;2023,0;12,0;24,0;934,0;47,0;0,02705749718151071
HJK;2024,0;1,0;22,0;930,0;36,0;0,024608501118568233
HJK;2024,0;2,0;39,0;1044,0;52,0;0,03931451612903226
HJK;2024,0;3,0;29,0;1265,0;52,0;0,023907666941467436
HJK;2024,0;4,0;35,0;1180,0;42,0;0,030755711775043937
HJK;2024,0;5,0;55,0;1238,0;67,0;0,04696840307429547
HJK;2024,0;6,0;45,0;1129,0;59,0;0,04205607476635514
HJK;2024,0;7,0;50,0;1128,0;45,0;0,046168051708217916
HJK;2024,0;8,0;44,0;1128,0;58,0;0,041121495327102804
HJK;2024,0;9,0;38,0;1059,0;43,0;0,03740157480314961
HJK;2024,0;10,0;43,0;1146,0;55,0;0,03941338221814849
HJK;2024,0;11,0;43,0;1075,0;43,0;0,041666666666666664
HJK;2024,0;12,0;49,0;1129,0;66,0;0,04609595484477893
HJK;2025,0;1,0;48,0;1155,0;52,0;0,043517679057116954
HJK;2025,0;2,0;36,0;1063,0;45,0;0,03536345776031434
HJK;2025,0;3,0;29,0;1192,0;38,0;0,02512998266897747
HJK;2025,0;4,0;32,0;1143,0;48,0;0,029223744292237442
HJK;2025,0;5,0;18,0;1098,0;62,0;0,017374517374517374
HJK;2025,0;6,0;13,0;1010,0;56,0;0,013626834381551363
HJK;2025,0;7,0;29,0;1186,0;70,0;0,025985663082437275
HJK;2025,0;8,0;19,0;1112,0;56,0;0,017992424242424244
HJK;2025,0;9,0;36,0;1156,0;51,0;0,03257918552036199
HJK;2025,0;10,0;14,0;1106,0;56,0;0,013333333333333334
HJK;2025,0;11,0;37,0;1053,0;60,0;0,03726082578046324
HJK;2025,0;12,0;18,0;1195,0;67,0;0,015957446808510637
HJK;2026,0;1,0;13,0;1167,0;60,0;0,011743450767841012
HJK;2026,0;2,0;8,0;1136,0;52,0;0,007380073800738007
HJK;2026,0;3,0;5,0;1179,0;63,0;0,004480286738351254
HJK;2026,0;4,0;10,0;1128,0;59,0;0,009354536950420954
HJK;2026,0;5,0;13,0;1229,0;73,0;0,01124567474048443
HJK;2026,0;6,0;6,0;1180,0;49,0;0,005305039787798408
HJK;2026,0;7,0;6,0;1246,0;64,0;0,005076142131979695
HJK;2026,0;8,0;6,0;1181,0;68,0;0,005390835579514825
HJXXIII;2020,0;4,0;1,0;161,0;12,0;0,006711409395973154
HJXXIII;2020,0;5,0;3,0;429,0;20,0;0,007334963325183374
HJXXIII;2020,0;6,0;4,0;736,0;32,0;0,005681818181818182
HJXXIII;2020,0;7,0;14,0;947,0;54,0;0,015677491601343786
HJXXIII;2020,0;8,0;8,0;757,0;39,0;0,011142061281337047
HJXXIII;2020,0;9,0;11,0;951,0;46,0;0,012154696132596685
HJXXIII;2020,0;10,0;17,0;1005,0;51,0;0,01781970649895178
HJXXIII;2020,0;11,0;13,0;924,0;40,0;0,014705882352941176
HJXXIII;2020,0;12,0;3,0;331,0;15,0;0,00949367088607595
HJXXIII;2021,0;1,0;2,0;578,0;30,0;0,0036496350364963502
HJXXIII;2021,0;3,0;6,0;652,0;30,0;0,00964630225080386
HJXXIII;2021,0;4,0;2,0;351,0;25,0;0,006134969325153374
HJXXIII;2021,0;5,0;18,0;708,0;50,0;0,02735562310030395
HJXXIII;2021,0;6,0;8,0;613,0;20,0;0,013490725126475547
HJXXIII;2021,0;7,0;13,0;952,0;40,0;0,01425438596491228
HJXXIII;2021,0;8,0;19,0;862,0;27,0;0,022754491017964073
HJXXIII;2021,0;9,0;24,0;903,0;47,0;0,028037383177570093
HJXXIII;2021,0;10,0;13,0;949,0;37,0;0,01425438596491228
HJXXIII;2021,0;11,0;21,0;912,0;36,0;0,023972602739726026
HJXXIII;2021,0;12,0;22,0;943,0;38,0;0,02430939226519337
HJXXIII;2022,0;1,0;15,0;934,0;41,0;0,0167973124300112
HJXXIII;2022,0;2,0;1,0;351,0;19,0;0,0030120481927710845
HJXXIII;2022,0;3,0;10,0;939,0;38,0;0,011098779134295227
HJXXIII;2022,0;4,0;5,0;451,0;19,0;0,011574074074074073
HJXXIII;2022,0;5,0;13,0;869,0;37,0;0,015625
HJXXIII;2022,0;6,0;15,0;837,0;31,0;0,018610421836228287
HJXXIII;2022,0;7,0;17,0;958,0;38,0;0,01847826086956522
HJXXIII;2022,0;8,0;15,0;826,0;42,0;0,01913265306122449
HJXXIII;2022,0;9,0;23,0;906,0;32,0;0,02631578947368421
HJXXIII;2022,0;10,0;12,0;714,0;28,0;0,01749271137026239
HJXXIII;2022,0;11,0;22,0;875,0;26,0;0,02591283863368669
HJXXIII;2022,0;12,0;21,0;777,0;27,0;0,028
HJXXIII;2023,0;1,0;16,0;901,0;30,0;0,018369690011481057
HJXXIII;2023,0;2,0;14,0;837,0;35,0;0,017456359102244388
HJXXIII;2023,0;3,0;14,0;892,0;32,0;0,01627906976744186
HJXXIII;2023,0;4,0;15,0;841,0;31,0;0,018518518518518517
HJXXIII;2023,0;5,0;20,0;1005,0;34,0;0,02059732234809475
HJXXIII;2023,0;6,0;18,0;937,0;42,0;0,02011173184357542
HJXXIII;2023,0;7,0;24,0;992,0;67,0;0,025945945945945945
HJXXIII;2023,0;8,0;25,0;978,0;42,0;0,026709401709401708
HJXXIII;2023,0;9,0;32,0;960,0;48,0;0,03508771929824561
HJXXIII;2023,0;10,0;35,0;1041,0;54,0;0,03546099290780142
HJXXIII;2023,0;11,0;53,0;978,0;47,0;0,05692803437164339
HJXXIII;2023,0;12,0;43,0;999,0;43,0;0,04497907949790795
HJXXIII;2024,0;1,0;33,0;922,0;48,0;0,03775743707093822
HJXXIII;2024,0;2,0;26,0;913,0;49,0;0,03009259259259259
HJXXIII;2024,0;3,0;31,0;1111,0;58,0;0,029439696106362774
HJXXIII;2024,0;4,0;43,0;1070,0;48,0;0,04207436399217221
HJXXIII;2024,0;5,0;32,0;1114,0;58,0;0,030303030303030304
HJXXIII;2024,0;6,0;36,0;988,0;41,0;0,03801478352692714
HJXXIII;2024,0;7,0;39,0;1073,0;51,0;0,03816046966731898
HJXXIII;2024,0;8,0;22,0;988,0;50,0;0,023454157782515993
HJXXIII;2024,0;9,0;22,0;977,0;51,0;0,023758099352051837
HJXXIII;2024,0;10,0;26,0;1010,0;39,0;0,026776519052523172
HJXXIII;2024,0;11,0;29,0;953,0;52,0;0,03218645948945616
HJXXIII;2024,0;12,0;40,0;1045,0;54,0;0,04036326942482341
HJXXIII;2025,0;1,0;23,0;1155,0;43,0;0,02068345323741007
HJXXIII;2025,0;2,0;20,0;990,0;35,0;0,020942408376963352
HJXXIII;2025,0;3,0;32,0;1095,0;45,0;0,030476190476190476
HJXXIII;2025,0;4,0;15,0;670,0;25,0;0,023255813953488372
HJXXIII;2025,0;5,0;15,0;1135,0;48,0;0,013799448022079117
HJXXIII;2025,0;6,0;30,0;1102,0;39,0;0,028222013170272814
HJXXIII;2025,0;7,0;15,0;1084,0;40,0;0,014367816091954023
HJXXIII;2025,0;8,0;20,0;1141,0;37,0;0,018115942028985508
HJXXIII;2025,0;9,0;22,0;1074,0;43,0;0,02133850630455868
HJXXIII;2025,0;10,0;20,0;1198,0;46,0;0,017361111111111112
HJXXIII;2025,0;11,0;22,0;977,0;39,0;0,023454157782515993
HJXXIII;2025,0;12,0;16,0;1118,0;51,0;0,01499531396438613
HJXXIII;2026,0;1,0;14,0;1028,0;33,0;0,01407035175879397
HJXXIII;2026,0;2,0;7,0;937,0;40,0;0,007803790412486065
HJXXIII;2026,0;3,0;5,0;554,0;25,0;0,00945179584120983
HJXXIII;2026,0;4,0;35,0;1001,0;36,0;0,03626943005181347
HJXXIII;2026,0;5,0;43,0;1246,0;53,0;0,03604358759430008
HJXXIII;2026,0;6,0;48,0;1282,0;41,0;0,038678485092667206
HJXXIII;2026,0;7,0;32,0;1190,0;44,0;0,027923211169284468
HJXXIII;2026,0;8,0;11,0;1226,0;54,0;0,00938566552901024
HRAD;2019,0;5,0;1,0;123,0;6,0;0,008547008547008548
HRAD;2019,0;6,0;7,0;410,0;17,0;0,017811704834605598
HRAD;2019,0;7,0;11,0;601,0;28,0;0,019197207678883072
HRAD;2019,0;8,0;23,0;570,0;36,0;0,04307116104868914
HRAD;2019,0;9,0;25,0;531,0;27,0;0,0496031746031746
